Matric Number,Full Name,gender,date of birth,Faculty,department,programme,mode of entry,utme number,remark,dept_id,prog_id
212377,Funnaya Nwachi Iyanuoluwa,FEMALE,2011-11-21,Agriculture,Crop Protection and Environmental Biology,Crop Protection and Environmental Biology,DE,gSVpKebX9Abi,terminated,7,
236280,Uzonwanne Izuchi Ndidi,FEMALE,2011-11-22,Science,Chemistry,Chemistry,UTME,n78UYoKKd06W,graduated,48,
231624,Onyinyechi Obike Jane,FEMALE,2011-11-23,Technology,Mechanical Engineering,Mechanical Engineering,DE,HIV0rJSJ9YTb,terminated,62,
219988,Becky Adekeye Eyitayo,FEMALE,2011-11-24,Agriculture,Crop Protection and Environmental Biology,Crop Protection and Environmental Biology,UTME,aUX2BabKvPD95,graduated,7,
229873,Sodiq Abiola Okikiola,MALE,2011-11-25,Education,Educational Management,Educational Management,DE,Es7dvvIvM25a,terminated,32,
232007,Oluwaferanmi Famutimi Oreoluwa,MALE,2011-11-26,Veterinary Medicine,Veterinary Medicine,Veterinary Medicine,UTME,ijfudcNGCMKI,graduated,68,
241492,Patrick Akande Ayomide,MALE,2011-11-27,Arts,Music,Music,DE,hbG5Us4Z7Ys98,terminated,17,
220053,Olanrewaju Morakinyo Akinwale,MALE,2011-11-28,Arts,Archaeology and Anthropology (Arts),Archaeology and Anthropology (Arts),UTME,v0Cy2e3WrSyy,graduated,79,
222767,Oluwatimilehin Adelani Boluwatife,MALE,2011-11-29,Science,Physics,Physics,DE,bPhQs8q9tWeL,terminated,54,
230432,Henry Nzediegwu Chuwudalu,MALE,2011-11-30,Pharmacy,Pharmacy,Pharmacy,UTME,2YEMfBJZcZAA,graduated,38,
231793,Olaitan Oladepo Kanyinsola,FEMALE,2011-12-01,The Social Sciences,Political Science,Political Science,DE,UGReFfhcoaD97,terminated,65,
234745,Joshua Ogunleye Olayinka,MALE,2011-12-02,Arts,Archaeology and Anthropology (Arts),Archaeology and Anthropology (Arts),UTME,1jL0AXYSxN3n,graduated,79,
230876,Israel Adekunle Folorunsho,MALE,2011-12-03,Science,Computer Science,B.SC. (COMPUTER SCIENCE),DE,MrfvWCBVOa124,suspended,49,
242117,Mighty Adebisi Oluwaferanmi,FEMALE,2011-12-04,Economics and Management Sciences,Banking and Finance,Banking and Finance,UTME,D4QGziuiPl0h,graduated,97,
221976,Omotolani Bello Adewunmi,FEMALE,2011-12-05,Pharmacy,Pharmacy,Pharmacy,DE,cJnW74Jk9EQb,terminated,38,
214395,Amos Godwin Efe,MALE,2011-12-06,Law,Law,L.L.B. LAW,UTME,DVQx0F5WKdg92,graduated,37,
235706,Balikis Oyetunji Omobolanle,FEMALE,2011-12-07,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,DE,TD4xrKljJf171,terminated,71,
213497,Hassan Bamidele Adetomiwa,MALE,2011-12-08,Veterinary Medicine,Veterinary Medicine,Veterinary Medicine,UTME,XBZayB1fjOt94,graduated,68,
223427,Adedamola Ajagbe Christiana,FEMALE,2011-12-09,The Social Sciences,Psychology,Psychology,DE,7AiS8e0Z3Biz,terminated,66,
237540,Abdullahi Babalola Olagoke,MALE,2011-12-10,Science,Mathematics,Mathematics,UTME,VxOfzsE81360,graduated,52,
241671,Goodluck Emmanuel Tolulope,MALE,2011-12-11,Basic Medical Sciences,Biochemistry,Biochemistry,DE,EpkyVpN6vYxt,terminated,23,
230126,UGOCHUKWU OGBONNA HENRY,MALE,2011-12-12,Technology,Agricultural and Environmental Engineering,Agricultural and Environmental Engineering,UTME,dBgR9rMw9tWj,graduated,57,
237823,Ayomide Fadahunsi Oluwatomisin,FEMALE,2011-12-13,Education,"Library, Archival and Information Studies","Library, Archival and Information Studies",DE,S0ASQHFWFNoI,terminated,35,
230209,OLUWATOBI OGUNDIYA ISAIAH,MALE,2011-12-14,Environmental Design and Management,Architecture,Architecture,UTME,BBXhvFCC6WON,graduated,76,
243961,Oluwasemilore Idowu Enoch,MALE,2011-12-15,Technology,Electrical and Electronics Engineering,Electrical and Electronics Engineering,DE,LMrVMROchg5c,terminated,59,
235468,Maryam Abdulsalam Abimbola,FEMALE,2011-12-16,Education,Adult Education,Adult Education,UTME,PJY7bB7ebl4v,graduated,31,
243921,Dairo Sekoni Raehanah,FEMALE,2011-12-17,Technology,Civil Engineering,Civil Engineering,DE,8whU14Jtstlx,terminated,58,
242385,Abosede Odusola Titilope,FEMALE,2011-12-18,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,UTME,4oGqduV2htmK,graduated,71,
230650,Ayanfeoluwa Oladiran Eniola,MALE,2011-12-19,Renewable Natural Resources,Forest Production and Products,Forest Production and Products,DE,aCLB5EOlOP160,terminated,42,
222451,Olateju Adedoyin Adesewa,FEMALE,2011-12-20,Science,Computer Science,B.SC. (COMPUTER SCIENCE),UTME,ybHwNmoAKCmf,graduated,49,
220469,Esther Ajayi Feranmi,FEMALE,2011-12-21,Arts,Religious Studies,Religious Studies,DE,N9tRoXwGZ1mA,terminated,19,
241159,Faizah Al-Yaqeen Adunola,FEMALE,2011-12-22,Arts,Classical Studies,Classical Studies,UTME,GAZGYHSKzw1q,graduated,21,
221957,Rahmat Akinbile Ajibola,FEMALE,2011-12-23,Pharmacy,Pharmacy,Pharmacy,DE,Izp5hlKwuzFb,terminated,38,
242403,Ayanfeoluwa Olapo Desolajesu,MALE,2011-12-24,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,UTME,lb4Fb88VqzxW,graduated,71,
237043,Abubakar Alase Aboladale,MALE,2011-12-25,The Social Sciences,Political Science,Political Science,DE,jYYS1aWhfXqg,terminated,65,
231984,PRAISE AKINBOWALE OLUWATOBILOBA,MALE,2011-12-26,Veterinary Medicine,Veterinary Medicine,Veterinary Medicine,UTME,qNUOoWCgTz8G,graduated,68,
237607,Oluwakemi Ojedare Mary,FEMALE,2011-12-27,Arts,Archaeology and Anthropology (Arts),Archaeology and Anthropology (Arts),DE,U8ucs9G44IbU,terminated,79,
223826,Victor Adeboye Adeloye,MALE,2011-12-28,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,UTME,iJuIe93y2e2l,graduated,27,
231412,Eniola Akinsola Qudus,MALE,2011-12-29,Technology,Electrical and Electronics Engineering,Electrical and Electronics Engineering,DE,1rXb9B5HubtE,terminated,59,
212288,Muhammed Rasheed Abiodun,MALE,2011-12-30,Agriculture,Agronomy,Agronomy,UTME,H6Id9i2SLb2r,graduated,4,
220653,Saheed Adedokun Babatunde,MALE,2011-12-31,Basic Medical Sciences,BioMedical Laboratory Science,BioMedical Laboratory Science,DE,lKkB66OTlaFm,terminated,22,
242367,Zainab Jamiu Adedunmola,FEMALE,2012-01-01,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,UTME,MYG79jOTu1AQ,graduated,71,
243201,Oluwaseun Oyehan Emmanuel,MALE,2012-01-02,Renewable Natural Resources,Aquaculture and Fisheries Management,Aquaculture and Fisheries Management,DE,3GWK4yIPJtAw,terminated,75,
220664,Abdulmueed Balogun Adewale,MALE,2012-01-03,Basic Medical Sciences,BioMedical Laboratory Science,BioMedical Laboratory Science,UTME,9cyqVFXwbdO90,graduated,22,
222827,OLUWABUKUNMI AMOO DEBORAH,FEMALE,2012-01-04,Science,Statistics,Statistics,DE,0xX0kaIHn6xt,terminated,55,
230435,Deborah Odebo Oluwatoyin,FEMALE,2012-01-05,Pharmacy,Pharmacy,Pharmacy,UTME,K5T2eg9FnU7i,graduated,38,
221602,Victoria Oyelakin Oluwatinukemi,FEMALE,2012-01-06,Education,Health Education,Health Education,DE,hi0ZcNbIHLuw,terminated,88,
230880,Ayomide Adeshina Oluwatofunmi,MALE,2012-01-07,Science,Computer Science,B.SC. (COMPUTER SCIENCE),UTME,URTV3Vb2AiH93,graduated,49,
234697,Precious Obi Chikodi,FEMALE,2012-01-08,Agriculture,Soil Resources Management,Soil Resources Management,DE,p02k9lM76YY98,terminated,92,
237185,Esther Okelola Adeola,FEMALE,2012-01-09,The Social Sciences,Sociology,Sociology,UTME,VJjHYzJt1tvv,graduated,67,
242326,Oluwanifemi Ariyibi Temitope,MALE,2012-01-10,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,DE,oz0oQif8Cidr,terminated,71,
230713,Glory Adegboye Moyinoluwa,FEMALE,2012-01-11,Science,Archaeology and Anthropology (Science),Archaeology and Anthropology (Science),UTME,LrkmjexJA38S,graduated,80,
238201,OGECHI COLLINS ANGEL,FEMALE,2012-01-12,Science,Microbiology,Microbiology,DE,7GslvP49GecU,terminated,53,
236394,FIKUNAYOMI OJO TIMOTHY,MALE,2012-01-13,Science,Geology,Geology,UTME,XCaE6POKcPkC,graduated,51,
242362,Onyekachi Ikemefuna Blessing,FEMALE,2012-01-14,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,DE,vdiWGtL3sM5P,terminated,71,
229136,Marvelous Ogundare Akinrotimi,MALE,2012-01-15,Pharmacy,Pharmacy,Pharmacy,UTME,ko0zc8mu6lLf,graduated,38,
236816,Collins Ajibefun Oluwanifemi,MALE,2012-01-16,Technology,Food Technology,Food Technology,DE,hS5gmtQeQ1oT,terminated,60,
221253,Sarah Bello Pelumi,FEMALE,2012-01-17,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,UTME,EEAT8I5anRt97,graduated,71,
243479,Olamide Opeyemi Ayobami,MALE,2012-01-18,Technology,Electrical and Electronics Engineering,Electrical and Electronics Engineering,DE,KJvziSbE008P,terminated,59,
240876,Beauty Ariaye Abigail,FEMALE,2012-01-19,Agriculture,Agricultural Economics,Agricultural Economics,UTME,9FBOQRxBDymC,graduated,1,
242719,MONSURAT ADISA MOROMOKE,FEMALE,2012-01-20,Education,Special Education,Special Education,DE,GCtPyLIAdlZl,terminated,36,
220400,Waliyat Abass Oyinkansola,FEMALE,2012-01-21,Arts,Philosophy,Philosophy,UTME,b3ILXIlrocEb,graduated,18,
237229,Daniel Bolarinwa Olalekan,MALE,2012-01-22,Veterinary Medicine,Veterinary Medicine,Veterinary Medicine,DE,PSj0zbxooihY,terminated,68,
222920,Boluwatifeni Sowunmi Nneka,FEMALE,2012-01-23,Science,Zoology,Zoology,UTME,3IdqwRpezLHj,graduated,56,
221422,Hamidat Zubair Wuraola,FEMALE,2012-01-24,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,DE,e3MDlJiYMu5e,terminated,71,
230061,Melody Olalere ,FEMALE,2012-01-25,Education,"Library, Archival and Information Studies","Library, Archival and Information Studies",UTME,S1BsEsgm62FU,graduated,35,
230400,Comfort Akanni Jesudunsin,FEMALE,2012-01-26,Pharmacy,Pharmacy,Pharmacy,DE,V1g9BJcHi3ll,terminated,38,
230628,Fathia Adewale Aderayo,FEMALE,2012-01-27,Renewable Natural Resources,Forest Production and Products,Forest Production and Products,UTME,pKyORMJ12wz90,graduated,42,
230867,Moses Abolo Ogheneovo,MALE,2012-01-28,Science,Computer Science,B.SC. (COMPUTER SCIENCE),DE,heiGNtaD4HZR,suspended,49,
222240,Ololade Odefunso Odunayo,FEMALE,2012-01-29,Renewable Natural Resources,Social and Environmental Forestry,Social and Environmental Forestry,UTME,shGZKCghAWIi,graduated,44,
232039,Tesleem Olubiro Olamilekan,MALE,2012-01-30,Veterinary Medicine,Veterinary Medicine,Veterinary Medicine,DE,2u9vWlN0ABQI,terminated,68,
222253,Olamide Popoola ,FEMALE,2012-01-31,Renewable Natural Resources,Social and Environmental Forestry,Social and Environmental Forestry,UTME,AfcA2cbV2h1R,graduated,44,
238145,Yesirah Sodamade Taiwo,FEMALE,2012-02-01,Clinical Sciences,Physiotherapy,Physiotherapy,DE,BgPUYGUmqJLx,terminated,26,
228369,EZEKIEL DOMINIC AYOMIDE,MALE,2012-02-02,Agriculture,Agronomy,Agronomy,UTME,FcU3zZN5OI7B,graduated,4,
243900,Abdulsamad Ogungbayi Olamilekan,MALE,2012-02-03,Technology,Civil Engineering,Civil Engineering,DE,yTWb8OpBZGpA,terminated,58,
222198,Tobiloba Ogunmosin David,MALE,2012-02-04,Renewable Natural Resources,Forest Production and Products,Forest Production and Products,UTME,rp0N2pYG41rH,graduated,42,
230389,Rasheedat Adepoju Adebukola,FEMALE,2012-02-05,Pharmacy,Pharmacy,Pharmacy,DE,Za334f1qc1FD,terminated,38,
222144,Abayomi Kareem Oluwatosin,MALE,2012-02-06,Renewable Natural Resources,Aquaculture and Fisheries Management,Aquaculture and Fisheries Management,UTME,qmfOWj2TMcXI,graduated,75,
223884,Amarachukwu Onochie Deborah,FEMALE,2012-02-07,Agriculture,Agronomy,Agronomy,DE,t9AuP3VZEhxM,terminated,4,
229373,Moboluwarin Ogunleye Ayomikun,MALE,2012-02-08,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,UTME,m0FzjnY51fSq,graduated,27,
221481,Fatimo Mosaku Oluwakemi,FEMALE,2012-02-09,Education,Educational Management,Educational Management,DE,Z14v3uJJevJY,terminated,32,
219986,Florence Adejole Oluwakemi,FEMALE,2012-02-10,Agriculture,Crop Protection and Environmental Biology,Crop Protection and Environmental Biology,UTME,OL1oWw6aiSKh,graduated,7,
221220,Sukurat Akintayo Ifeoluwa,FEMALE,2012-02-11,Education,Science and Technology Education,Science and Technology Education,DE,RfAhqiwYN1LU,terminated,72,
230035,John Ajiboye Oluwadamilare,MALE,2012-02-12,Education,"Library, Archival and Information Studies","Library, Archival and Information Studies",UTME,KK39hcTOkfG98,graduated,35,
215257,Oluwanifise Oluwayelu Isaac,MALE,2012-02-13,Science,Computer Science,B.SC. (COMPUTER SCIENCE),DE,MDszpkKqnkPL,suspended,49,
243360,Yusuf Busari Olanrewaju,MALE,2012-02-14,Science,Chemistry,Chemistry,UTME,1wovGMYvHCmQ,graduated,48,
222058,Deborah Adeniji Ayomide,FEMALE,2012-02-15,Public Health,Human Nutrition and Dietetics,Human Nutrition and Dietetics,DE,JGwMl7s2vuqZ,terminated,40,
206027,Oluwafemi Oguntuase Stephen,MALE,2012-02-16,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,UTME,l4O0dLinc1Op,graduated,27,
234856,Babatunde Adigun Louis,MALE,2012-02-17,Arts,History,History,DE,JAbQPsx26i9g,terminated,15,
212324,Ngozi Obidinma Kosisochukwu,FEMALE,2012-02-18,Agriculture,Animal Science,Animal Science,UTME,Bvbal71CBOAC,graduated,5,
228819,Favour Idowu Ayonitemi,FEMALE,2012-02-19,Arts,European Studies,European Studies,DE,sRpY3Z4mn7NO,terminated,14,
229178,Anna Ayeni Modupe,FEMALE,2012-02-20,Basic Medical Sciences,BioMedical Laboratory Science,BioMedical Laboratory Science,UTME,3pkU8DM9GEph,graduated,22,
237575,David Odukoya Similoluwa,MALE,2012-02-21,Technology,Mechanical Engineering,Mechanical Engineering,DE,ie9wVH6GKnWW,terminated,62,
237474,Faith Akinyemi Ayomide,FEMALE,2012-02-22,Education,Educational Management,Educational Management,UTME,66v8zcCeDVXh,graduated,32,
243410,Khaleed Oyebode Asola,MALE,2012-02-23,Science,Chemistry,Chemistry,DE,CdzAmStwWoS92,terminated,48,
234824,Temiloluwa Olabiyi Ololade,FEMALE,2012-02-24,Arts,English,English,UTME,BVI9QuHvBV2V,graduated,13,
230380,Ashiata Abdullahi Akanke,FEMALE,2012-02-25,Pharmacy,Pharmacy,Pharmacy,DE,hsYDmqNK6sPu,terminated,38,
234809,Olumurewa Akande Damilola,FEMALE,2012-02-26,Arts,English,English,UTME,Ns74xcIf6nmq,graduated,13,
215606,Moses Shaib Oyaregba,MALE,2012-02-27,Technology,Mechanical Engineering,Mechanical Engineering,DE,SnMzv8PZyBKe,terminated,62,
220173,Favour Obamina Afenesomiogbo,FEMALE,2012-02-28,Arts,Communication and Language Arts,Communication and Language Arts,UTME,9nWs3AAR236W,graduated,12,
219903,Grace Kayode Modupe,FEMALE,2012-02-29,Agriculture,Agronomy,Agronomy,DE,gSVpKebX9Abi,terminated,4,
231998,Sodiq Azeez Ayinde,MALE,2012-03-01,Veterinary Medicine,Veterinary Medicine,Veterinary Medicine,UTME,n78UYoKKd06W,graduated,68,
222135,Margret Babalola Adebola,FEMALE,2012-03-02,Renewable Natural Resources,Aquaculture and Fisheries Management,Aquaculture and Fisheries Management,DE,HIV0rJSJ9YTb,terminated,75,
231825,Aanuoluwapo Akande Favour,FEMALE,2012-03-03,The Social Sciences,Psychology,Psychology,UTME,aUX2BabKvPD96,graduated,66,
223055,Oluwapelumi Folami Precious,FEMALE,2012-03-04,Technology,Electrical and Electronics Engineering,Electrical and Electronics Engineering,DE,Es7dvvIvM25a,terminated,59,
242703,Marvelous Olumuyiwa Dorcas,FEMALE,2012-03-05,Education,Science and Technology Education,Science and Technology Education,UTME,ijfudcNGCMKI,graduated,72,
213442,Morenike Olafare Oluwasola,FEMALE,2012-03-06,Clinical Sciences,Nursing,Nursing,DE,hbG5Us4Z7Ys99,terminated,25,
243143,Abdulganiyu Balogun Bolaji,MALE,2012-03-07,Public Health,Human Nutrition and Dietetics,Human Nutrition and Dietetics,UTME,v0Cy2e3WrSyy,graduated,40,
238153,Blessing Babatunde Oluwafemi,FEMALE,2012-03-08,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,DE,bPhQs8q9tWeL,terminated,71,
219795,Damilola Adeleye Jonathan,MALE,2012-03-09,Agriculture,Agricultural Economics,Agricultural Economics,UTME,2YEMfBJZcZAA,graduated,1,
223620,Elizabeth Olorunfemi Iyinolorun,FEMALE,2012-03-10,Veterinary Medicine,Veterinary Medicine,Veterinary Medicine,DE,UGReFfhcoaD98,terminated,68,
237808,Tosin Oderinu Favour,MALE,2012-03-11,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,UTME,1jL0AXYSxN3n,graduated,71,
221972,Adeola Awosemo Ayomide,FEMALE,2012-03-12,Pharmacy,Pharmacy,Pharmacy,DE,MrfvWCBVOa125,terminated,38,
237674,Faith Adisa Omolabake,FEMALE,2012-03-13,Arts,History,History,UTME,D4QGziuiPl0h,graduated,15,
236912,Fuad Akintunde Desmond,MALE,2012-03-14,Technology,Mechanical Engineering,Mechanical Engineering,DE,cJnW74Jk9EQb,terminated,62,
229216,Iwaleso Akintunde Ezekiel,MALE,2012-03-15,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,UTME,DVQx0F5WKdg93,graduated,27,
241047,Hamdalat Abdulrazaq Adeola,FEMALE,2012-03-16,Arts,Arabic and Islamic Studies,Arabic and Islamic Studies,DE,TD4xrKljJf172,terminated,10,
222145,Olajumoke Morenikeji Adeola,FEMALE,2012-03-17,Renewable Natural Resources,Aquaculture and Fisheries Management,Aquaculture and Fisheries Management,UTME,XBZayB1fjOt95,graduated,75,
241526,Dorcas Akintoye Busayo,FEMALE,2012-03-18,Arts,Philosophy,Philosophy,DE,7AiS8e0Z3Biz,terminated,18,
220026,Moses Oroyinka Oluwaseun,MALE,2012-03-19,Agriculture,Crop Protection and Environmental Biology,Crop Protection and Environmental Biology,UTME,VxOfzsE81361,graduated,7,
241157,Tomiwa Akinbiyi Emmanuel,MALE,2012-03-20,Arts,Classical Studies,Classical Studies,DE,EpkyVpN6vYxt,terminated,21,
236657,Fathia Lawal Oreoluwa,FEMALE,2012-03-21,Science,Zoology,Zoology,UTME,dBgR9rMw9tWj,graduated,56,
221330,Comfort Yissa Emawo-Jesu,FEMALE,2012-03-22,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,DE,S0ASQHFWFNoI,terminated,71,
229614,Emmanuel Owolabi Obaloluwa,MALE,2012-03-23,Economics and Management Sciences,Economics,Economics,UTME,BBXhvFCC6WON,graduated,29,
219811,Adenike Ibitoye Anuoluwapo,FEMALE,2012-03-24,Agriculture,Agricultural Economics,Agricultural Economics,DE,LMrVMROchg5c,terminated,1,
220519,Babatope Ajayi Oluwatobiloba,MALE,2012-03-25,Arts,Theatre Arts,Theatre Arts,UTME,PJY7bB7ebl4v,graduated,20,
214537,Moyinoluwalogo Oladipo Daniel,MALE,2012-03-26,Pharmacy,Pharmacy,Pharmacy,DE,8whU14Jtstlx,terminated,38,
236761,Omobolaji Salami Michael,MALE,2012-03-27,Environmental Design and Management,Quantity Surveying,Quantity Surveying,UTME,4oGqduV2htmK,graduated,94,
214443,Iseoluwa Oluwagbohun Oluwafunmilola,FEMALE,2012-03-28,Law,Law,L.L.B. LAW,DE,aCLB5EOlOP161,terminated,37,
220906,Esther Uche Nkechi,FEMALE,2012-03-29,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,UTME,ybHwNmoAKCmf,graduated,27,
212196,Oluwamayowa Arowolo Ayomide,FEMALE,2012-03-30,Agriculture,Agricultural Extension and Rural Development,Agricultural Extension and Rural Development,DE,N9tRoXwGZ1mA,terminated,2,
238002,Boluwatife Adegbulugbe Esther,FEMALE,2012-03-31,Education,Science and Technology Education,Science and Technology Education,UTME,GAZGYHSKzw1q,graduated,72,
235496,Princess Oluwole Mosimileoluwa,FEMALE,2012-04-01,Education,Adult Education,Adult Education,DE,Izp5hlKwuzFb,terminated,31,
212393,Olawumi Opoola Mariam,FEMALE,2012-04-02,Agriculture,Crop Protection and Environmental Biology,Crop Protection and Environmental Biology,UTME,lb4Fb88VqzxW,graduated,7,
235172,Ahmed Achaka Vincent,MALE,2012-04-03,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,DE,jYYS1aWhfXqg,terminated,27,
223881,Israel David Omeiza,MALE,2012-04-04,Agriculture,Agricultural Economics,Agricultural Economics,UTME,qNUOoWCgTz8G,graduated,1,
222403,Olamide Emmanuel Victoria,FEMALE,2012-04-05,Science,Chemistry,Chemistry,DE,U8ucs9G44IbU,terminated,48,
235147,Gold Akinjoye Gbenga,MALE,2012-04-06,Basic Medical Sciences,BioMedical Laboratory Science,BioMedical Laboratory Science,UTME,iJuIe93y2e2l,graduated,22,
243418,Bisola Sodamade Dorcas,FEMALE,2012-04-07,Science,Chemistry,Chemistry,DE,1rXb9B5HubtE,terminated,48,
223860,Mayowa Fakayode Ayomide,FEMALE,2012-04-08,Science,Microbiology,Microbiology,UTME,H6Id9i2SLb2r,graduated,53,
215359,Paul Sanusi Temitayo,MALE,2012-04-09,Technology,Agricultural and Environmental Engineering,Agricultural and Environmental Engineering,DE,lKkB66OTlaFm,terminated,57,
237735,Grace Oluwagbemiga Awero,FEMALE,2012-04-10,Basic Medical Sciences,Biochemistry,Biochemistry,UTME,MYG79jOTu1AQ,graduated,23,
237677,Precious Oredola Odunayo,FEMALE,2012-04-11,Arts,History,History,DE,3GWK4yIPJtAw,terminated,15,
223809,Natacha Ogunlola Oluwafunto,FEMALE,2012-04-12,Arts,European Studies,European Studies,UTME,9cyqVFXwbdO91,graduated,14,
230034,Ololade Ajao Rhoda,FEMALE,2012-04-13,Education,"Library, Archival and Information Studies","Library, Archival and Information Studies",DE,0xX0kaIHn6xt,terminated,35,
236381,Confidence Anozie Nmesoma,MALE,2012-04-14,Science,Geology,Geology,UTME,K5T2eg9FnU7i,graduated,51,
237261,Mercy Oluwasegun Sarah,FEMALE,2012-04-15,Veterinary Medicine,Veterinary Medicine,Veterinary Medicine,DE,hi0ZcNbIHLuw,terminated,68,
243907,VICTOR OLATOYAN AANUOLUWAPO,MALE,2012-04-16,Technology,Civil Engineering,Civil Engineering,UTME,URTV3Vb2AiH94,graduated,58,
242338,Ifeoluwa Bankole David,MALE,2012-04-17,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,DE,p02k9lM76YY99,terminated,71,
237590,Olukayode Talabi Joshua,MALE,2012-04-18,Veterinary Medicine,Veterinary Medicine,Veterinary Medicine,UTME,VJjHYzJt1tvv,graduated,68,
230780,Dorcas Adegbola Oluwabukola,FEMALE,2012-04-19,Science,Chemistry,Chemistry,DE,oz0oQif8Cidr,terminated,48,
213305,Margaret Chaba Olivia,FEMALE,2012-04-20,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,UTME,LrkmjexJA38S,graduated,27,
213053,Dolapo Atoyebi Samuel,MALE,2012-04-21,Pharmacy,Pharmacy,Pharmacy,DE,7GslvP49GecU,terminated,38,
215351,Patrick Olawuyi Ayomide,MALE,2012-04-22,Technology,Agricultural and Environmental Engineering,Agricultural and Environmental Engineering,UTME,XCaE6POKcPkC,graduated,57,
221228,Ifeoluwa Famutimi Victor,MALE,2012-04-23,Education,Science and Technology Education,Science and Technology Education,DE,vdiWGtL3sM5P,terminated,72,
215991,Oluwaseyi Ogungbola David,MALE,2012-04-24,Veterinary Medicine,Veterinary Medicine,Veterinary Medicine,UTME,ko0zc8mu6lLf,graduated,68,
229970,Esther Salako Oluwakemi,FEMALE,2012-04-25,Education,Counselling and Human Development Studies,Counselling and Human Development Studies,DE,hS5gmtQeQ1oT,terminated,33,
242671,Testimony Abiola Agbenu,FEMALE,2012-04-26,Education,Science and Technology Education,Science and Technology Education,UTME,EEAT8I5anRt98,graduated,72,
232029,Prosper Okenahre Damilare,MALE,2012-04-27,Veterinary Medicine,Veterinary Medicine,Veterinary Medicine,DE,KJvziSbE008P,terminated,68,
236580,Oriire Onifade Akinwale,MALE,2012-04-28,Science,Physics,Physics,UTME,9FBOQRxBDymC,graduated,54,
215453,Omoyosola Odunaike David,MALE,2012-04-29,Technology,Electrical and Electronics Engineering,Electrical and Electronics Engineering,DE,GCtPyLIAdlZl,terminated,59,
212184,Marvelous Wilson Temi,FEMALE,2012-04-30,Agriculture,Agricultural Economics,Agricultural Economics,UTME,b3ILXIlrocEb,graduated,1,
243727,TEMITOPE EKUNDAYO OLAMILEKAN,MALE,2012-05-01,Science,Statistics,Statistics,DE,PSj0zbxooihY,terminated,55,
243782,Emmanuel Mba Chukwunoyerem,MALE,2012-05-02,Science,Zoology,Zoology,UTME,3IdqwRpezLHj,graduated,56,
222513,Samuel Shonubi Ayomide,MALE,2012-05-03,Science,Computer Science,B.SC. (COMPUTER SCIENCE),DE,e3MDlJiYMu5e,suspended,49,
229901,Eniola Ojo Kehinde,MALE,2012-05-04,Education,Educational Management,Educational Management,UTME,S1BsEsgm62FU,graduated,32,
220108,Ifeoluwaposimi Ademola-Adesola ,FEMALE,2012-05-05,Arts,Classical Studies,Classical Studies,DE,V1g9BJcHi3ll,terminated,21,
222563,Eugene Ebokosia Obichukwu,MALE,2012-05-06,Science,Geology,Geology,UTME,pKyORMJ12wz91,graduated,51,
220482,Timileyin Kehinde Marvellous,MALE,2012-05-07,Arts,Religious Studies,Religious Studies,DE,heiGNtaD4HZR,terminated,19,
230709,Maureen Iwueke Nkeiruka,FEMALE,2012-05-08,Science,Archaeology and Anthropology (Science),Archaeology and Anthropology (Science),UTME,shGZKCghAWIi,graduated,80,
237515,Kimberly Mobuogwu Onyinyechukwu,FEMALE,2012-05-09,Pharmacy,Pharmacy,Pharmacy,DE,2u9vWlN0ABQI,terminated,38,
231748,Robiu Abdulkareem Ramadan,MALE,2012-05-10,The Social Sciences,Political Science,Political Science,UTME,AfcA2cbV2h1R,graduated,65,
244196,Philip Adenuga Oluwapelumi,MALE,2012-05-11,Technology,Wood Products Engineering,Wood Products Engineering,DE,BgPUYGUmqJLx,terminated,70,
236320,Ireanuoluwa Ajadi Heritage,MALE,2012-05-12,Science,Computer Science,B.SC. (COMPUTER SCIENCE),UTME,FcU3zZN5OI7B,graduated,49,
243905,Eric Okonduugba Chibuike,MALE,2012-05-13,Technology,Civil Engineering,Civil Engineering,DE,yTWb8OpBZGpA,terminated,58,
237320,FUNMILAYO BANKOLE GRACE,FEMALE,2012-05-14,Arts,English,English,UTME,rp0N2pYG41rH,graduated,13,
220442,Titilope Ogundare Elizabeth,FEMALE,2012-05-15,Arts,Philosophy,Philosophy,DE,Za334f1qc1FD,terminated,18,
237014,Afeez Ganiyu Olamilekan,MALE,2012-05-16,Technology,Wood Products Engineering,Wood Products Engineering,UTME,qmfOWj2TMcXI,graduated,70,
